EprimeScript,List,Weight,Nested,Procedure,prime,target,primecond,answer,isi,lexicality
ListSession1,B1,1,,TrialProc1,DISGUISE,deptruction,4,a,50,2
ListSession1,B1,1,,TrialProc1,CHARGE,biss,4,a,50,2
ListSession1,B1,1,,TrialProc1,PROTECT,unple,4,a,50,2
ListSession1,B1,1,,TrialProc1,BIOLOGY,jitch,4,a,50,2
ListSession1,B1,1,,TrialProc1,ADOLESCENT,apake,4,a,50,2
ListSession1,B1,1,,TrialProc1,TIRED,yeeting,4,a,50,2
ListSession1,B1,1,,TrialProc1,HEIGHTS,exproverm,4,a,50,2
ListSession1,B1,1,,TrialProc1,LOOKS,opion,4,a,50,2
ListSession1,B1,1,,TrialProc1,PUMP,conwert,4,a,50,2
ListSession1,B1,1,,TrialProc1,IMAGINE,colnege,4,a,50,2
ListSession1,B1,1,,TrialProc1,DANGEROUS,perponality,4,a,50,2
ListSession1,B1,1,,TrialProc1,DUMB,zaugh,4,a,50,2
ListSession1,B1,1,,TrialProc1,BUG,perb,4,a,50,2
ListSession1,B1,1,,TrialProc1,CLEAR,tuddle,4,a,50,2
ListSession1,B1,1,,TrialProc1,BIG,spation,4,a,50,2
ListSession1,B1,1,,TrialProc1,PLANT,thien,4,a,50,2
ListSession1,B1,1,,TrialProc1,DIRECT,joib,4,a,50,2
ListSession1,B1,1,,TrialProc1,ASSISTANCE,sunfay,4,a,50,2
ListSession1,B1,1,,TrialProc1,WINDING,pamp,4,a,50,2
ListSession1,B1,1,,TrialProc1,LEMON,schedume,4,a,50,2
ListSession1,B1,1,,TrialProc1,STICK,tiece,4,a,50,2
ListSession1,B1,1,,TrialProc1,POLITICS,dra,4,a,50,2
ListSession1,B1,1,,TrialProc1,MOMENT,preak,4,a,50,2
ListSession1,B1,1,,TrialProc1,DEGRADE,indale,4,a,50,2
ListSession1,B1,1,,TrialProc1,VAULT,belp,4,a,50,2
ListSession1,B1,1,,TrialProc1,TARNISH,bissue,4,a,50,2
ListSession1,B1,1,,TrialProc1,SUSPECT,pubmarite,4,a,50,2
ListSession1,B1,1,,TrialProc1,IVORY,cits,4,a,50,2
ListSession1,B1,1,,TrialProc1,PRAY,scienme,4,a,50,2
ListSession1,B1,1,,TrialProc1,CHECKERS,ecienpist,4,a,50,2
ListSession1,B1,1,,TrialProc1,COB,insrument,4,a,50,2
ListSession1,B2,1,,TrialProc2,ILLNESS,sick,1,l,1050,1
ListSession1,B2,1,,TrialProc2,HALT,stop,1,l,1050,1
ListSession1,B2,1,,TrialProc2,VOLCANO,erupt,1,l,1050,1
ListSession1,B2,1,,TrialProc2,TERROR,fear,1,l,1050,1
ListSession1,B2,1,,TrialProc2,CHART,graph,1,l,1050,1
ListSession1,B2,1,,TrialProc2,VILLAIN,bad,1,l,1050,1
ListSession1,B2,1,,TrialProc2,ATTIRE,clothes,1,l,1050,1
ListSession1,B2,1,,TrialProc2,JOURNEY,trip,1,l,1050,1
ListSession1,B2,1,,TrialProc2,CORRIDOR,hall,1,l,1050,1
ListSession1,B2,1,,TrialProc2,MOVIE,film,1,l,1050,1
ListSession1,B2,1,,TrialProc2,CRESCENT,moon,1,l,1050,1
ListSession1,B2,1,,TrialProc2,HAIRSPRAY,sticky,1,l,1050,1
ListSession1,B2,1,,TrialProc2,MAJOR,minor,1,l,1050,1
ListSession1,B2,1,,TrialProc2,TUXEDO,prom,1,l,1050,1
ListSession1,B2,1,,TrialProc2,SNEEZE,cough,1,l,1050,1
ListSession1,B2,1,,TrialProc2,ATTORNEY,lawyer,1,l,1050,1
ListSession1,B2,1,,TrialProc2,DITCH,hole,1,l,1050,1
ListSession1,B2,1,,TrialProc2,ARMY,navy,1,l,1050,1
ListSession1,B2,1,,TrialProc2,OUTDOORS,indoors,1,l,1050,1
ListSession1,B2,1,,TrialProc2,SLY,fox,1,l,1050,1
ListSession1,B2,1,,TrialProc2,BURGLARY,robbery,1,l,1050,1
ListSession1,B2,1,,TrialProc2,HAVOC,chaos,1,l,1050,1
ListSession1,B2,1,,TrialProc2,HORRIBLE,terrible,1,l,1050,1
ListSession1,B2,1,,TrialProc2,HONEY,sweet,1,l,1050,1
ListSession1,B2,1,,TrialProc2,TUMOR,cancer,1,l,1050,1
ListSession1,B2,1,,TrialProc2,SURGERY,operation,1,l,1050,1
ListSession1,B2,1,,TrialProc2,QUANTITY,amount,1,l,1050,1
ListSession1,B2,1,,TrialProc2,GOVERNOR,state,1,l,1050,1
ListSession1,B2,1,,TrialProc2,SINCE,then,1,l,1050,1
ListSession1,B2,1,,TrialProc2,SPEED,fast,1,l,1050,1
ListSession1,B2,1,,TrialProc2,INFERIOR,superior,1,l,1050,1
ListSession1,B2,1,,TrialProc2,RIP,tear,1,l,1050,1
ListSession1,B2,1,,TrialProc2,WINDOW,glass,1,l,1050,1
ListSession1,B2,1,,TrialProc2,MONSTER,frankenstein,1,l,1050,1
ListSession1,B2,1,,TrialProc2,HOLD,grasp,1,l,1050,1
ListSession1,B2,1,,TrialProc2,AWARENESS,alert,1,l,1050,1
ListSession1,B2,1,,TrialProc2,BOXING,gloves,1,l,1050,1
ListSession1,B2,1,,TrialProc2,REFLECTION,mirror,1,l,1050,1
ListSession1,B2,1,,TrialProc2,FILE,cabinet,1,l,1050,1
ListSession1,B2,1,,TrialProc2,NONE,zero,1,l,1050,1
ListSession1,B2,1,,TrialProc2,PRINCE,princess,1,l,1050,1
ListSession1,B2,1,,TrialProc2,ALLOW,let,1,l,1050,1
ListSession1,B2,1,,TrialProc2,PUKE,vomit,1,l,1050,1
ListSession1,B2,1,,TrialProc2,OUT,in,1,l,1050,1
ListSession1,B2,1,,TrialProc2,EXERCISE,sweat,1,l,1050,1
ListSession1,B2,1,,TrialProc2,TAN,dark,1,l,1050,1
ListSession1,B2,1,,TrialProc2,PROOF,evidence,1,l,1050,1
ListSession1,B2,1,,TrialProc2,ARROW,bow,1,l,1050,1
ListSession1,B2,1,,TrialProc2,BASKET,weave,1,l,1050,1
ListSession1,B2,1,,TrialProc2,SOCIETY,people,1,l,1050,1
ListSession1,B2,1,,TrialProc2,LUMP,bump,1,l,1050,1
ListSession1,B2,1,,TrialProc2,HAMMOCK,bulterfry,1,a,1050,2
ListSession1,B2,1,,TrialProc2,PHYSIOLOGY,mussia,1,a,1050,2
ListSession1,B2,1,,TrialProc2,NORM,mawn,1,a,1050,2
ListSession1,B2,1,,TrialProc2,POSITION,twe,1,a,1050,2
ListSession1,B2,1,,TrialProc2,DEVELOPMENT,spob,1,a,1050,2
ListSession1,B2,1,,TrialProc2,COKE,fapily,1,a,1050,2
ListSession1,B2,1,,TrialProc2,SAYING,selch,1,a,1050,2
ListSession1,B2,1,,TrialProc2,ABOVE,extlosion,1,a,1050,2
ListSession1,B2,1,,TrialProc2,LONDON,upple,1,a,1050,2
ListSession1,B2,1,,TrialProc2,DIVIDE,disp,1,a,1050,2
ListSession1,B2,1,,TrialProc2,BRUNETTE,dever,1,a,1050,2
ListSession1,B2,1,,TrialProc2,DEVELOP,jaik,1,a,1050,2
ListSession1,B2,1,,TrialProc2,MAGNIFY,marrot,1,a,1050,2
ListSession1,B2,1,,TrialProc2,MONOTONOUS,frol,1,a,1050,2
ListSession1,B2,1,,TrialProc2,RELATIVE,hidlen,1,a,1050,2
ListSession1,B2,1,,TrialProc2,HAT,stige,1,a,1050,2
ListSession1,B2,1,,TrialProc2,SLOB,pipsi,1,a,1050,2
ListSession1,B2,1,,TrialProc2,YOUTH,prunchy,1,a,1050,2
ListSession1,B2,1,,TrialProc2,RUNG,ledend,1,a,1050,2
ListSession1,B2,1,,TrialProc2,PHASE,fas,1,a,1050,2
ListSession1,B2,1,,TrialProc2,IRRITATING,gefore,1,a,1050,2
ListSession1,B2,1,,TrialProc2,CAREFUL,comlent,1,a,1050,2
ListSession1,B2,1,,TrialProc2,TYPE,whek,1,a,1050,2
ListSession1,B2,1,,TrialProc2,POLISH,parn,1,a,1050,2
ListSession1,B2,1,,TrialProc2,ALPHABET,floab,1,a,1050,2
ListSession1,B2,1,,TrialProc2,PIE,detendable,1,a,1050,2
ListSession1,B2,1,,TrialProc2,HERE,chrimtpas,1,a,1050,2
ListSession1,B2,1,,TrialProc2,CREASE,arrobant,1,a,1050,2
ListSession1,B2,1,,TrialProc2,LEDGE,fobever,1,a,1050,2
ListSession1,B2,1,,TrialProc2,GIRLFRIEND,fudding,1,a,1050,2
ListSession1,B2,1,,TrialProc2,CELERY,folg,1,a,1050,2
ListSession1,B2,1,,TrialProc2,DRESSING,bilty,1,a,1050,2
ListSession1,B2,1,,TrialProc2,WHERE,frighn,1,a,1050,2
ListSession1,B2,1,,TrialProc2,FLESH,roise,1,a,1050,2
ListSession1,B2,1,,TrialProc2,PAIR,drightened,1,a,1050,2
ListSession1,B2,1,,TrialProc2,NOW,pum,1,a,1050,2
ListSession1,B2,1,,TrialProc2,ITCH,blonpe,1,a,1050,2
ListSession1,B2,1,,TrialProc2,CHILDREN,steen,1,a,1050,2
ListSession1,B2,1,,TrialProc2,MAGGOT,nus,1,a,1050,2
ListSession1,B2,1,,TrialProc2,CONTEST,sinilar,1,a,1050,2
ListSession1,B2,1,,TrialProc2,THUNDER,amility,1,a,1050,2
ListSession1,B2,1,,TrialProc2,MONEY,dashingpon,1,a,1050,2
ListSession1,B2,1,,TrialProc2,IRON,swint,1,a,1050,2
ListSession1,B2,1,,TrialProc2,SUFFOCATE,immalure,1,a,1050,2
ListSession1,B2,1,,TrialProc2,EMOTION,leat,1,a,1050,2
ListSession1,B2,1,,TrialProc2,QUACK,nusy,1,a,1050,2
ListSession1,B2,1,,TrialProc2,PATIENCE,fob,1,a,1050,2
ListSession1,B2,1,,TrialProc2,BUBBLE,onen,1,a,1050,2
ListSession1,B2,1,,TrialProc2,CRACK,patholic,1,a,1050,2
ListSession1,B2,1,,TrialProc2,PUBLIC,probise,1,a,1050,2
ListSession1,B2,1,,TrialProc2,TRIBE,steech,1,a,1050,2
ListSession1,B2,1,,TrialProc2,TRUCE,even,2,l,1050,1
ListSession1,B2,1,,TrialProc2,APE,jungle,2,l,1050,1
ListSession1,B2,1,,TrialProc2,LAWSUIT,law,2,l,1050,1
ListSession1,B2,1,,TrialProc2,COPY,machine,2,l,1050,1
ListSession1,B2,1,,TrialProc2,CREAM,milk,2,l,1050,1
ListSession1,B2,1,,TrialProc2,SLEEVE,short,2,l,1050,1
ListSession1,B2,1,,TrialProc2,PLUG,socket,2,l,1050,1
ListSession1,B2,1,,TrialProc2,BEAM,smile,2,l,1050,1
ListSession1,B2,1,,TrialProc2,BUDGET,plan,2,l,1050,1
ListSession1,B2,1,,TrialProc2,BROWN,color,2,l,1050,1
ListSession1,B2,1,,TrialProc2,OBTAIN,steal,2,l,1050,1
ListSession1,B2,1,,TrialProc2,TEXT,expensive,2,l,1050,1
ListSession1,B2,1,,TrialProc2,CRITICIZE,argue,2,l,1050,1
ListSession1,B2,1,,TrialProc2,INSTANCE,example,2,l,1050,1
ListSession1,B2,1,,TrialProc2,VISITOR,hospital,2,l,1050,1
ListSession1,B2,1,,TrialProc2,PATH,forest,2,l,1050,1
ListSession1,B2,1,,TrialProc2,ROOF,tile,2,l,1050,1
ListSession1,B2,1,,TrialProc2,CAGE,wire,2,l,1050,1
ListSession1,B2,1,,TrialProc2,UP,elevator,2,l,1050,1
ListSession1,B2,1,,TrialProc2,UNSOLVED,questions,2,l,1050,1
ListSession1,B2,1,,TrialProc2,VASELINE,slippery,2,l,1050,1
ListSession1,B2,1,,TrialProc2,SQUARE,box,2,l,1050,1
ListSession1,B2,1,,TrialProc2,MOWER,cut,2,l,1050,1
ListSession1,B2,1,,TrialProc2,SHAVE,beard,2,l,1050,1
ListSession1,B2,1,,TrialProc2,SHORE,line,2,l,1050,1
ListSession1,B2,1,,TrialProc2,INMATE,prison,2,l,1050,1
ListSession1,B2,1,,TrialProc2,HAIR,shampoo,2,l,1050,1
ListSession1,B2,1,,TrialProc2,BACK,behind,2,l,1050,1
ListSession1,B2,1,,TrialProc2,RANGE,shoot,2,l,1050,1
ListSession1,B2,1,,TrialProc2,SNACK,attack,2,l,1050,1
ListSession1,B2,1,,TrialProc2,CREATOR,builder,2,l,1050,1
ListSession1,B2,1,,TrialProc2,SEW,knit,2,l,1050,1
ListSession1,B2,1,,TrialProc2,SHELL,clam,2,l,1050,1
ListSession1,B2,1,,TrialProc2,CRAFTS,clay,2,l,1050,1
ListSession1,B2,1,,TrialProc2,MAROON,abandon,2,l,1050,1
ListSession1,B2,1,,TrialProc2,VEGETABLE,food,2,l,1050,1
ListSession1,B2,1,,TrialProc2,GRAFT,trees,2,l,1050,1
ListSession1,B2,1,,TrialProc2,BARREL,pickles,2,l,1050,1
ListSession1,B2,1,,TrialProc2,SUGAR,coffee,2,l,1050,1
ListSession1,B2,1,,TrialProc2,CURE,help,2,l,1050,1
ListSession1,B2,1,,TrialProc2,THOUGHT,time,2,l,1050,1
ListSession1,B2,1,,TrialProc2,WEAK,wimp,2,l,1050,1
ListSession1,B2,1,,TrialProc2,EIGHT,octopus,2,l,1050,1
ListSession1,B2,1,,TrialProc2,SECRET,deodorant,2,l,1050,1
ListSession1,B2,1,,TrialProc2,FRUSTRATION,anxiety,2,l,1050,1
ListSession1,B2,1,,TrialProc2,EARTHQUAKE,hurricane,2,l,1050,1
ListSession1,B2,1,,TrialProc2,KNITTING,grandma,2,l,1050,1
ListSession1,B2,1,,TrialProc2,SOBER,normal,2,l,1050,1
ListSession1,B2,1,,TrialProc2,CALORIES,few,2,l,1050,1
ListSession1,B2,1,,TrialProc2,DRAGON,queen,2,l,1050,1
ListSession1,B2,1,,TrialProc2,BLUES,brothers,2,l,1050,1
ListSession1,B2,1,,TrialProc2,BOIL,pot,2,l,1050,1
ListSession1,B2,1,,TrialProc2,SUBURB,somb,2,a,1050,2
ListSession1,B2,1,,TrialProc2,UNIT,sheem,2,a,1050,2
ListSession1,B2,1,,TrialProc2,LOYALTY,amerage,2,a,1050,2
ListSession1,B2,1,,TrialProc2,FASHION,keem,2,a,1050,2
ListSession1,B2,1,,TrialProc2,ROTTEN,mirtue,2,a,1050,2
ListSession1,B2,1,,TrialProc2,GRAB,meck,2,a,1050,2
ListSession1,B2,1,,TrialProc2,EXIST,pater,2,a,1050,2
ListSession1,B2,1,,TrialProc2,END,bature,2,a,1050,2
ListSession1,B2,1,,TrialProc2,MATERIAL,puffalo,2,a,1050,2
ListSession1,B2,1,,TrialProc2,FIN,flob,2,a,1050,2
ListSession1,B2,1,,TrialProc2,DANDRUFF,thepe,2,a,1050,2
ListSession1,B2,1,,TrialProc2,PITCHER,pinket,2,a,1050,2
ListSession1,B2,1,,TrialProc2,ISOLATED,wesp,2,a,1050,2
ListSession1,B2,1,,TrialProc2,DOWNTOWN,pront,2,a,1050,2
ListSession1,B2,1,,TrialProc2,JUVENILE,oxit,2,a,1050,2
ListSession1,B2,1,,TrialProc2,MISSILE,leck,2,a,1050,2
ListSession1,B2,1,,TrialProc2,NERVE,janket,2,a,1050,2
ListSession1,B2,1,,TrialProc2,HAYSTACK,plue,2,a,1050,2
ListSession1,B2,1,,TrialProc2,NUCLEAR,ganber,2,a,1050,2
ListSession1,B2,1,,TrialProc2,GLANDS,soush,2,a,1050,2
ListSession1,B2,1,,TrialProc2,LOUNGE,jace,2,a,1050,2
ListSession1,B2,1,,TrialProc2,PROUD,poncrete,2,a,1050,2
ListSession1,B2,1,,TrialProc2,DIFFER,locaine,2,a,1050,2
ListSession1,B2,1,,TrialProc2,ACCOUNT,prash,2,a,1050,2
ListSession1,B2,1,,TrialProc2,UNDER,befeat,2,a,1050,2
ListSession1,B2,1,,TrialProc2,UPSTREAM,zie,2,a,1050,2
ListSession1,B2,1,,TrialProc2,RESPONSIBLE,neel,2,a,1050,2
ListSession1,B2,1,,TrialProc2,BROCCOLI,dile,2,a,1050,2
ListSession1,B2,1,,TrialProc2,HERD,fots,2,a,1050,2
ListSession1,B2,1,,TrialProc2,ABNORMAL,talad,2,a,1050,2
ListSession1,B2,1,,TrialProc2,TREAD,enparge,2,a,1050,2
ListSession1,B2,1,,TrialProc2,HOME,mesys,2,a,1050,2
ListSession1,B2,1,,TrialProc2,DIME,dound,2,a,1050,2
ListSession1,B2,1,,TrialProc2,RECORD,fet,2,a,1050,2
ListSession1,B2,1,,TrialProc2,GRASS,beeth,2,a,1050,2
ListSession1,B2,1,,TrialProc2,ANIMAL,pag,2,a,1050,2
ListSession1,B2,1,,TrialProc2,CROPS,expinct,2,a,1050,2
ListSession1,B2,1,,TrialProc2,MEDIUM,fod,2,a,1050,2
ListSession1,B2,1,,TrialProc2,HUG,smike,2,a,1050,2
ListSession1,B2,1,,TrialProc2,STORAGE,gan,2,a,1050,2
ListSession1,B2,1,,TrialProc2,NOVEL,celn,2,a,1050,2
ListSession1,B2,1,,TrialProc2,RESEARCH,lafe,2,a,1050,2
ListSession1,B2,1,,TrialProc2,OWNER,geal,2,a,1050,2
ListSession1,B2,1,,TrialProc2,SPOTLESS,selper,2,a,1050,2
ListSession1,B2,1,,TrialProc2,FORGIVE,bolphin,2,a,1050,2
ListSession1,B2,1,,TrialProc2,CATTLE,roung,2,a,1050,2
ListSession1,B2,1,,TrialProc2,REAR,gow,2,a,1050,2
ListSession1,B2,1,,TrialProc2,SWEATER,nobe,2,a,1050,2
ListSession1,B2,1,,TrialProc2,HOTTER,mictionady,2,a,1050,2
ListSession1,B2,1,,TrialProc2,DEPEND,stinach,2,a,1050,2
ListSession1,B2,1,,TrialProc2,CEMENT,waper,2,a,1050,2
ListSession1,B2,1,,TrialProc2,SALUTE,dorse,2,a,1050,2
ListSession1,B2,1,,TrialProc2,FIRST,saw,3,l,1050,1
ListSession1,B2,1,,TrialProc2,ASS,thirst,3,l,1050,1
ListSession1,B2,1,,TrialProc2,MOAT,snake,3,l,1050,1
ListSession1,B2,1,,TrialProc2,SLIDE,drain,3,l,1050,1
ListSession1,B2,1,,TrialProc2,IMPLODE,tupperware,3,l,1050,1
ListSession1,B2,1,,TrialProc2,FLOWER,fiction,3,l,1050,1
ListSession1,B2,1,,TrialProc2,DOOR,funny,3,l,1050,1
ListSession1,B2,1,,TrialProc2,TENT,area,3,l,1050,1
ListSession1,B2,1,,TrialProc2,OVERWHELM,again,3,l,1050,1
ListSession1,B2,1,,TrialProc2,ILLEGAL,sun,3,l,1050,1
ListSession1,B2,1,,TrialProc2,DECREASE,rules,3,l,1050,1
ListSession1,B2,1,,TrialProc2,EXCEL,fix,3,l,1050,1
ListSession1,B2,1,,TrialProc2,THREE,what,3,l,1050,1
ListSession1,B2,1,,TrialProc2,RUB,gamble,3,l,1050,1
ListSession1,B2,1,,TrialProc2,COMMUNIST,answer,3,l,1050,1
ListSession1,B2,1,,TrialProc2,VALOR,penny,3,l,1050,1
ListSession1,B2,1,,TrialProc2,OPPOSITE,monk,3,l,1050,1
ListSession1,B2,1,,TrialProc2,HULL,heart,3,l,1050,1
ListSession1,B2,1,,TrialProc2,TONE,hard,3,l,1050,1
ListSession1,B2,1,,TrialProc2,DEFENSE,poem,3,l,1050,1
ListSession1,B2,1,,TrialProc2,WHO,rice,3,l,1050,1
ListSession1,B2,1,,TrialProc2,DISAPPEAR,annoy,3,l,1050,1
ListSession1,B2,1,,TrialProc2,PHILOSOPHY,need,3,l,1050,1
ListSession1,B2,1,,TrialProc2,GROOM,spanish,3,l,1050,1
ListSession1,B2,1,,TrialProc2,DISGUSTING,abuse,3,l,1050,1
ListSession1,B2,1,,TrialProc2,FORWARD,words,3,l,1050,1
ListSession1,B2,1,,TrialProc2,SPECIFIC,gin,3,l,1050,1
ListSession1,B2,1,,TrialProc2,BEAST,cactus,3,l,1050,1
ListSession1,B2,1,,TrialProc2,LOBSTER,increase,3,l,1050,1
ListSession1,B2,1,,TrialProc2,PROTECTION,jewish,3,l,1050,1
ListSession1,B2,1,,TrialProc2,OCEAN,print,3,l,1050,1
ListSession1,B2,1,,TrialProc2,DONKEY,don't,3,l,1050,1
ListSession1,B2,1,,TrialProc2,SLEEP,thirsty,3,l,1050,1
ListSession1,B2,1,,TrialProc2,SCHOOL,brick,3,l,1050,1
ListSession1,B2,1,,TrialProc2,TARDY,ear,3,l,1050,1
ListSession1,B2,1,,TrialProc2,CAMPING,four,3,l,1050,1
ListSession1,B2,1,,TrialProc2,REACTION,peach,3,l,1050,1
ListSession1,B2,1,,TrialProc2,RESTRICTION,lot,3,l,1050,1
ListSession1,B2,1,,TrialProc2,DO,willing,3,l,1050,1
ListSession1,B2,1,,TrialProc2,PURPOSE,boss,3,l,1050,1
ListSession1,B2,1,,TrialProc2,HEROINE,strong,3,l,1050,1
ListSession1,B2,1,,TrialProc2,PARTICIPATE,guard,3,l,1050,1
ListSession1,B2,1,,TrialProc2,SINKER,trick,3,l,1050,1
ListSession1,B2,1,,TrialProc2,NAG,oven,3,l,1050,1
ListSession1,B2,1,,TrialProc2,SMOTHER,pilot,3,l,1050,1
ListSession1,B2,1,,TrialProc2,AFTER,sunset,3,l,1050,1
ListSession1,B2,1,,TrialProc2,LIKE,britain,3,l,1050,1
ListSession1,B2,1,,TrialProc2,PARKWAY,pull,3,l,1050,1
ListSession1,B2,1,,TrialProc2,NINE,you,3,l,1050,1
ListSession1,B2,1,,TrialProc2,DOMINATE,killer,3,l,1050,1
ListSession1,B2,1,,TrialProc2,GROWN,love,3,l,1050,1
ListSession1,B2,1,,TrialProc2,SEED,squirrel,3,l,1050,1
ListSession1,B2,1,,TrialProc2,BACKGROUND,lond,3,a,1050,2
ListSession1,B2,1,,TrialProc2,MARK,pongress,3,a,1050,2
ListSession1,B2,1,,TrialProc2,EXPLANATION,chiln,3,a,1050,2
ListSession1,B2,1,,TrialProc2,MUST,laddet,3,a,1050,2
ListSession1,B2,1,,TrialProc2,WITH,lentuce,3,a,1050,2
ListSession1,B2,1,,TrialProc2,JOBLESS,slanet,3,a,1050,2
ListSession1,B2,1,,TrialProc2,GOVERNMENT,kods,3,a,1050,2
ListSession1,B2,1,,TrialProc2,TRANCE,tash,3,a,1050,2
ListSession1,B2,1,,TrialProc2,CLAW,inpocent,3,a,1050,2
ListSession1,B2,1,,TrialProc2,INTUITION,noom,3,a,1050,2
ListSession1,B2,1,,TrialProc2,TWINKLE,quock,3,a,1050,2
ListSession1,B2,1,,TrialProc2,ORGANIZE,rame,3,a,1050,2
ListSession1,B2,1,,TrialProc2,FREAK,scritch,3,a,1050,2
ListSession1,B2,1,,TrialProc2,SHOWER,expited,3,a,1050,2
ListSession1,B2,1,,TrialProc2,NECESSARY,bress,3,a,1050,2
ListSession1,B2,1,,TrialProc2,TEN,isk,3,a,1050,2
ListSession1,B2,1,,TrialProc2,ACQUIRE,plenge,3,a,1050,2
ListSession1,B2,1,,TrialProc2,ASTRONAUT,rinner,3,a,1050,2
ListSession1,B2,1,,TrialProc2,ESCARGOT,beeling,3,a,1050,2
ListSession1,B2,1,,TrialProc2,SWOON,oblession,3,a,1050,2
ListSession1,B2,1,,TrialProc2,SENATE,guens,3,a,1050,2
ListSession1,B2,1,,TrialProc2,JUMP,oblect,3,a,1050,2
ListSession1,B2,1,,TrialProc2,COBBLER,rit,3,a,1050,2
ListSession1,B2,1,,TrialProc2,CLUMSY,mutlipy,3,a,1050,2
ListSession1,B2,1,,TrialProc2,DETERIORATE,palking,3,a,1050,2
ListSession1,B2,1,,TrialProc2,BALLET,slart,3,a,1050,2
ListSession1,B2,1,,TrialProc2,FORK,parvest,3,a,1050,2
ListSession1,B2,1,,TrialProc2,SIMPLE,krowth,3,a,1050,2
ListSession1,B2,1,,TrialProc2,KEEPER,pightning,3,a,1050,2
ListSession1,B2,1,,TrialProc2,FALSE,tants,3,a,1050,2
ListSession1,B2,1,,TrialProc2,ART,sulmer,3,a,1050,2
ListSession1,B2,1,,TrialProc2,FLOWERS,insape,3,a,1050,2
ListSession1,B2,1,,TrialProc2,PUSH,litchmike,3,a,1050,2
ListSession1,B2,1,,TrialProc2,CRUSH,toasp,3,a,1050,2
ListSession1,B2,1,,TrialProc2,BOUNTY,enpland,3,a,1050,2
ListSession1,B2,1,,TrialProc2,BAGGAGE,inmian,3,a,1050,2
ListSession1,B2,1,,TrialProc2,SYRUP,dartner,3,a,1050,2
ListSession1,B2,1,,TrialProc2,AFRICA,neek,3,a,1050,2
ListSession1,B2,1,,TrialProc2,ELECTRON,peuron,3,a,1050,2
ListSession1,B2,1,,TrialProc2,LAMB,clomb,3,a,1050,2
ListSession1,B2,1,,TrialProc2,COUNTRY,inlependemt,3,a,1050,2
ListSession1,B2,1,,TrialProc2,CONFERENCE,goypriend,3,a,1050,2
ListSession1,B2,1,,TrialProc2,CIGAR,annoming,3,a,1050,2
ListSession1,B2,1,,TrialProc2,CONFUSION,honel,3,a,1050,2
ListSession1,B2,1,,TrialProc2,DEW,phome,3,a,1050,2
ListSession1,B2,1,,TrialProc2,NERD,tocket,3,a,1050,2
ListSession1,B2,1,,TrialProc2,CITIZEN,hustand,3,a,1050,2
ListSession1,B2,1,,TrialProc2,HOST,poda,3,a,1050,2
ListSession1,B2,1,,TrialProc2,FENCE,beab,3,a,1050,2
ListSession1,B2,1,,TrialProc2,MICROWAVE,auntramia,3,a,1050,2
ListSession1,B2,1,,TrialProc2,TUNE,boking,3,a,1050,2
ListSession1,B2,1,,TrialProc2,NORTH,lipten,3,a,1050,2
ListSession1,B2,1,,TrialProc2,ALIVE,create,4,l,1050,1
ListSession1,B2,1,,TrialProc2,SPANK,spread,4,l,1050,1
ListSession1,B2,1,,TrialProc2,ADVENTURE,electric,4,l,1050,1
ListSession1,B2,1,,TrialProc2,EXCUSE,camera,4,l,1050,1
ListSession1,B2,1,,TrialProc2,TAR,explain,4,l,1050,1
ListSession1,B2,1,,TrialProc2,SPIT,fat,4,l,1050,1
ListSession1,B2,1,,TrialProc2,SWEETHEART,energy,4,l,1050,1
ListSession1,B2,1,,TrialProc2,BAKER,ending,4,l,1050,1
ListSession1,B2,1,,TrialProc2,TUMBLE,fist,4,l,1050,1
ListSession1,B2,1,,TrialProc2,SKY,cold,4,l,1050,1
ListSession1,B2,1,,TrialProc2,HELL,rat,4,l,1050,1
ListSession1,B2,1,,TrialProc2,HABIT,finished,4,l,1050,1
ListSession1,B2,1,,TrialProc2,METAL,problem,4,l,1050,1
ListSession1,B2,1,,TrialProc2,SHOVEL,magazine,4,l,1050,1
ListSession1,B2,1,,TrialProc2,PIANO,question,4,l,1050,1
ListSession1,B2,1,,TrialProc2,SNOW,fruit,4,l,1050,1
ListSession1,B2,1,,TrialProc2,COUCH,ring,4,l,1050,1
ListSession1,B2,1,,TrialProc2,VAMPIRE,court,4,l,1050,1
ListSession1,B2,1,,TrialProc2,TRANSPARENT,goo,4,l,1050,1
ListSession1,B2,1,,TrialProc2,SOUR,lady,4,l,1050,1
ListSession1,B2,1,,TrialProc2,PLUM,weekend,4,l,1050,1
ListSession1,B2,1,,TrialProc2,CHALK,diamond,4,l,1050,1
ListSession1,B2,1,,TrialProc2,RECOGNITION,office,4,l,1050,1
ListSession1,B2,1,,TrialProc2,ONCE,alcohol,4,l,1050,1
ListSession1,B2,1,,TrialProc2,SCREEN,mountain,4,l,1050,1
ListSession1,B2,1,,TrialProc2,CUFF,business,4,l,1050,1
ListSession1,B2,1,,TrialProc2,TAPE,health,4,l,1050,1
ListSession1,B2,1,,TrialProc2,MEET,crayon,4,l,1050,1
ListSession1,B2,1,,TrialProc2,ADJUSTMENT,stone,4,l,1050,1
ListSession1,B2,1,,TrialProc2,CHEW,little,4,l,1050,1
ListSession1,B2,1,,TrialProc2,UPSTAIRS,experiment,4,l,1050,1
ListSession1,B2,1,,TrialProc2,SCHOLARSHIP,secure,4,l,1050,1
